nick,country,stats_link,teams,maps_played,rounds_played,kd_difference,kd_ratio,rating,total_kills,headshot_percentage,total_deaths,grenade_damage_per_round,kills_per_round,assists_per_round,deaths_per_round,teammate_saved_per_round,saved_by_teammate_per_round,kast,impact
MSL,Denmark,https://www.hltv.org//stats/players/7156/msl,"['Dignitas', 'North']",1716,44836,-3251,0.9,0.92,28913,39.9,32164,3.8,0.64,0.15,0.72,0.11,0.08,67.1,1.05
SANJI,Uzbekistan,https://www.hltv.org//stats/players/11716/sanji,"['Virtus.pro', 'AVANGAR', 'Syman']",743,19879,-998,0.92,0.92,12151,62.2,13149,3.9,0.61,0.12,0.66,0.1,0.08,68.8,0.9
akez,Norway,https://www.hltv.org//stats/players/8837/akez,"['777', 'Apeks']",471,12758,-882,0.9,0.92,8076,55.2,8958,3.4,0.63,0.13,0.7,0.11,0.1,68.3,0.91
ncl,Mongolia,https://www.hltv.org//stats/players/9736/ncl,"['TheMongolz', 'TIGER', 'Mazaalai']",516,13234,-617,0.93,0.92,8238,49.1,8855,3.8,0.62,0.14,0.67,0.11,0.09,69.1,0.89
Luz,Poland,https://www.hltv.org//stats/players/5385/luz,"['PRIDE', 'Izako Boars']",650,17062,-971,0.92,0.92,10767,48.2,11738,3.2,0.63,0.14,0.69,0.1,0.09,68.4,0.94
Zeus,Ukraine,https://www.hltv.org//stats/players/484/zeus,['Natus Vincere'],1405,37152,-1990,0.92,0.92,23470,43.5,25460,5.5,0.63,0.17,0.69,0.11,0.08,68.5,0.88
nak,Brazil,https://www.hltv.org//stats/players/169/nak,"['Sharks', 'RED Canids']",514,13305,-671,0.92,0.92,8158,44.5,8829,4.5,0.61,0.15,0.66,0.1,0.09,69.8,0.88
arya,United States,https://www.hltv.org//stats/players/6453/arya,"['Splyce', '3sUP']",440,11291,-868,0.89,0.92,7277,34.9,8145,3.5,0.64,0.14,0.72,0.11,0.09,66.2,1.05
Dav,Serbia,https://www.hltv.org//stats/players/4218/dav,"['Squared', 'ONYX']",439,11340,-752,0.9,0.92,7107,41.6,7859,4.7,0.63,0.15,0.69,0.11,0.11,68.9,0.95
karrigan,Denmark,https://www.hltv.org//stats/players/429/karrigan,"['FaZe', 'MOUZ', 'TSM']",1972,51662,-3456,0.9,0.91,32278,42.9,35734,5.0,0.62,0.13,0.69,0.09,0.07,66.8,0.91
pietola,Finland,https://www.hltv.org//stats/players/9820/pietola,['KOVA'],383,10178,-592,0.91,0.91,6256,47.1,6848,5.0,0.61,0.13,0.67,0.09,0.1,68.8,0.89
svyat,Russia,https://www.hltv.org//stats/players/12016/svyat,"['Hard Legion', 'DreamEaters', 'AVE']",734,19717,-1060,0.92,0.91,11975,51.9,13035,4.7,0.61,0.14,0.66,0.09,0.09,69.3,0.9
BTN,Romania,https://www.hltv.org//stats/players/1206/btn,['Nexus'],1053,27584,-2026,0.9,0.91,17639,53.9,19665,5.3,0.64,0.15,0.71,0.11,0.09,67.9,0.95
xartE,Finland,https://www.hltv.org//stats/players/7537/xarte,"['SJ', 'HAVU', 'ENCE', 'hREDS']",1151,30254,-1635,0.92,0.91,18341,37.1,19976,6.3,0.61,0.15,0.66,0.09,0.09,69.0,0.89
tecek,Poland,https://www.hltv.org//stats/players/8256/tecek,"['Izako Boars', 'x-kom', 'VenatoreS']",376,9987,-838,0.88,0.91,6383,38.1,7221,3.7,0.64,0.16,0.72,0.11,0.08,67.6,1.03
LEGIJA,Germany,https://www.hltv.org//stats/players/3252/legija,"['BIG', 'MOUZ', 'NRG']",869,22614,-1671,0.9,0.91,14245,49.8,15916,4.6,0.63,0.14,0.7,0.09,0.08,66.6,0.93
roman,Belarus,https://www.hltv.org//stats/players/1154/roman,"['Nemiga', 'K29']",414,10880,-664,0.91,0.91,6787,55.0,7451,3.0,0.62,0.14,0.68,0.11,0.1,68.3,0.89
Shara,Ukraine,https://www.hltv.org//stats/players/1866/shara,"[""spray'n'pray"", 'FlipSid3']",383,9929,-742,0.9,0.91,6329,51.8,7071,2.6,0.64,0.14,0.71,0.08,0.07,66.3,0.98
wayLander,Russia,https://www.hltv.org//stats/players/7796/waylander,"['FlipSid3', 'pro100', 'Winstrike']",794,20857,-1715,0.89,0.91,13258,51.8,14973,3.2,0.64,0.13,0.72,0.08,0.07,65.3,0.95
BONA,Finland,https://www.hltv.org//stats/players/10114/bona,"['SJ', 'VITALIS', 'hREDS']",476,12674,-943,0.89,0.91,7931,52.1,8874,4.5,0.63,0.13,0.7,0.1,0.1,67.4,0.93
sAw,Finland,https://www.hltv.org//stats/players/7821/saw,"['HAVU', 'iGame.com', 'RCTIC']",1267,33681,-2108,0.91,0.9,20522,47.9,22630,6.1,0.61,0.16,0.67,0.11,0.09,69.2,0.87
kRYSTAL,Germany,https://www.hltv.org//stats/players/7218/krystal,"['PENTA', 'ALTERNATE aTTaX', 'GODSENT']",1858,48588,-3407,0.9,0.9,29419,36.7,32826,5.4,0.61,0.14,0.68,0.1,0.08,67.9,0.88
MiGHTYMAX,United Kingdom,https://www.hltv.org//stats/players/8983/mightymax,['Endpoint'],1163,30802,-2009,0.9,0.9,18176,49.2,20185,5.3,0.59,0.13,0.66,0.1,0.09,69.5,0.87
ben1337,United States,https://www.hltv.org//stats/players/13250/ben1337,"['Party Astronauts', 'New England Whalers', 'High Coast']",910,23752,-1737,0.89,0.9,14572,46.7,16309,5.1,0.61,0.14,0.69,0.11,0.09,69.3,0.92
crush,Ukraine,https://www.hltv.org//stats/players/9348/crush,"['pro100', 'Vega Squadron', 'HellRaisers']",729,19205,-1467,0.89,0.9,11789,52.5,13256,4.9,0.61,0.13,0.69,0.09,0.07,67.1,0.91
balblna,Russia,https://www.hltv.org//stats/players/8294/balblna,"['Quantum Bellator Fire', 'Winstrike']",611,16017,-1233,0.89,0.9,9791,49.8,11024,5.1,0.61,0.15,0.69,0.11,0.1,68.6,0.89
sycrone,Denmark,https://www.hltv.org//stats/players/9295/sycrone,"['Sprout', 'North Academy', 'Tricked', 'Team123']",553,14608,-978,0.9,0.9,8771,41.1,9749,4.3,0.6,0.15,0.67,0.1,0.09,69.4,0.86
nkl,Bulgaria,https://www.hltv.org//stats/players/5327/nkl,"['E-frag.net', 'GPlay', 'MK', 'Orbit']",642,16554,-1046,0.91,0.9,9990,42.9,11036,3.3,0.6,0.15,0.67,0.1,0.07,70.6,0.87
hooch,Russia,https://www.hltv.org//stats/players/499/hooch,"['EPG', 'Gambit']",894,23450,-1802,0.89,0.9,14410,41.8,16212,4.4,0.61,0.14,0.69,0.08,0.07,66.1,0.9
Golden,Sweden,https://www.hltv.org//stats/players/11110/golden,"['fnatic', 'fnatic Academy', 'Cloud9']",872,23212,-2006,0.88,0.9,14225,53.5,16231,5.4,0.61,0.14,0.7,0.1,0.09,67.2,0.92
lunAtic,Poland,https://www.hltv.org//stats/players/9798/lunatic,['PACT'],881,23964,-1709,0.9,0.9,14608,38.8,16317,5.4,0.61,0.12,0.68,0.1,0.09,68.2,0.89
Adam9130,United Kingdom,https://www.hltv.org//stats/players/18219/adam9130,"['Into the Breach', 'GamerLegion', 'Vexed']",435,11715,-1074,0.87,0.9,7370,40.1,8444,5.6,0.63,0.15,0.72,0.11,0.08,67.1,1.03
FNS,Canada,https://www.hltv.org//stats/players/6451/fns,"['CLG', 'TSM']",953,25080,-1794,0.89,0.89,15287,45.9,17081,4.1,0.61,0.14,0.68,0.1,0.08,68.9,0.85
spiker,Russia,https://www.hltv.org//stats/players/7797/spiker,"['Monolith', 'PiTER', 'Empire', 'Rebels']",415,10974,-974,0.88,0.89,6837,42.7,7811,2.6,0.62,0.14,0.71,0.08,0.08,65.6,0.96
JiNKZ,France,https://www.hltv.org//stats/players/15120/jinkz,"['3DMAX', 'Heretics']",542,14411,-1193,0.88,0.89,8657,53.5,9850,3.8,0.6,0.15,0.68,0.11,0.09,69.9,0.94
MAiNLiNE,United States,https://www.hltv.org//stats/players/9017/mainline,"['Enemy', 'Selfless', 'eUnited', 'Method']",437,11092,-1064,0.87,0.89,6904,51.7,7968,2.4,0.62,0.14,0.72,0.11,0.09,67.0,1.0
Psycho,Ukraine,https://www.hltv.org//stats/players/16563/psycho,"['Run or Die', 'Project X', 'CR4ZY', 'Akuma', 'Windigo Academy']",500,13349,-1069,0.88,0.89,8093,52.2,9162,6.5,0.61,0.14,0.69,0.1,0.09,68.5,0.88
pronax,Sweden,https://www.hltv.org//stats/players/41/pronax,"['fnatic', 'GODSENT']",1199,31403,-2267,0.89,0.89,18722,45.8,20989,4.0,0.6,0.14,0.67,0.09,0.08,65.9,0.86
Polen,United States,https://www.hltv.org//stats/players/9882/polen,['Mythic'],435,11470,-978,0.88,0.89,7017,53.3,7995,4.3,0.61,0.14,0.7,0.1,0.08,68.0,0.93
ScrunK,Germany,https://www.hltv.org//stats/players/8212/scrunk,"['ALTERNATE aTTaX', 'expert', 'EURONICS']",905,24046,-2454,0.86,0.88,14695,46.5,17149,6.9,0.61,0.14,0.71,0.1,0.08,66.3,0.95
Lambert,France,https://www.hltv.org//stats/players/8047/lambert,"['LDLC', 'EnVyUs Academy']",775,20411,-1581,0.88,0.88,11962,37.1,13543,3.6,0.59,0.11,0.66,0.09,0.08,67.7,0.84
LeX,United States,https://www.hltv.org//stats/players/8504/lex,"['Mythic', 'Winterfox', 'Luminosity']",463,11937,-1263,0.85,0.88,7418,44.7,8680,4.0,0.62,0.14,0.73,0.1,0.08,66.4,0.92
torben,Denmark,https://www.hltv.org//stats/players/10993/torben,['Fragsters'],532,13939,-1196,0.87,0.88,8176,49.5,9372,3.7,0.59,0.12,0.67,0.1,0.09,68.6,0.84
JD,Australia,https://www.hltv.org//stats/players/11806/jd,"['madlikewizards', 'Athletico', 'TRUCKERS WITH ATTITUDE', 'Airborne', 'Noxide']",374,9620,-1105,0.85,0.88,6071,47.0,7176,5.0,0.63,0.15,0.75,0.12,0.09,66.5,0.98
seang@res,United States,https://www.hltv.org//stats/players/1916/seangres,"['Cloud9', 'Misfits', 'Echo Fox']",713,18391,-1629,0.87,0.88,10904,40.2,12533,4.8,0.59,0.14,0.68,0.11,0.08,68.0,0.87
daps,Canada,https://www.hltv.org//stats/players/8521/daps,"['NRG', 'OpTic', 'Gen.G']",1075,28101,-2364,0.87,0.88,16274,40.2,18638,4.4,0.58,0.14,0.66,0.1,0.07,69.6,0.83
advent,China,https://www.hltv.org//stats/players/8600/advent,"['ViCi', 'VG.CyberZen']",1066,27341,-2008,0.88,0.88,15322,49.9,17330,4.4,0.56,0.13,0.63,0.11,0.1,71.6,0.76
flowsicK,United States,https://www.hltv.org//stats/players/1328/flowsick,"['Denial', 'Winterfox', 'Liquid']",395,10074,-1047,0.86,0.87,6257,47.4,7304,3.7,0.62,0.15,0.73,0.11,0.08,67.4,0.97
birdfromsky,Denmark,https://www.hltv.org//stats/players/13718/birdfromsky,"['ECSTATIC', 'Lyngby Vikings']",767,20594,-1977,0.86,0.87,12296,41.8,14273,7.6,0.6,0.17,0.69,0.14,0.09,69.8,0.98
BERRY,Denmark,https://www.hltv.org//stats/players/921/berry,"['Ambush', 'OPAA']",801,20959,-2342,0.85,0.87,12969,38.0,15311,5.8,0.62,0.15,0.73,0.1,0.08,65.5,0.98
nawrot,Poland,https://www.hltv.org//stats/players/15726/nawrot,"['AVEZ', 'Izako Boars']",603,16182,-1737,0.85,0.87,9764,47.1,11501,4.0,0.6,0.12,0.71,0.1,0.09,66.5,0.91
HooXi,Denmark,https://www.hltv.org//stats/players/10096/hooxi,['Copenhagen Flames'],786,20907,-2132,0.85,0.87,12188,49.7,14320,5.9,0.58,0.13,0.68,0.09,0.08,66.8,0.87
def,Ukraine,https://www.hltv.org//stats/players/9350/def,"['pro100', 'ACG']",605,15797,-1593,0.85,0.86,9243,41.8,10836,3.4,0.59,0.14,0.69,0.11,0.08,69.0,0.85
djL,Sweden,https://www.hltv.org//stats/players/12572/djl,"['Chaos', 'Japaleno', 'Red Reserve']",688,18180,-1735,0.86,0.86,10263,47.3,11998,3.0,0.56,0.12,0.66,0.1,0.08,69.2,0.8
Devilwalk,Sweden,https://www.hltv.org//stats/players/7378/devilwalk,"['fnatic', 'Epsilon']",400,10494,-1101,0.85,0.86,6122,51.3,7223,3.9,0.58,0.16,0.69,0.12,0.08,66.8,0.91
Twista,Finland,https://www.hltv.org//stats/players/1964/twista,"['RCTIC', 'iGame.com', 'LGR']",380,9970,-1149,0.84,0.85,5863,35.9,7012,5.1,0.59,0.16,0.7,0.09,0.09,67.3,0.82
gob b,Germany,https://www.hltv.org//stats/players/136/gob-b,"['BIG', 'MOUZ', 'NRG']",975,25707,-2811,0.84,0.85,14445,48.5,17256,6.0,0.56,0.13,0.67,0.1,0.08,68.3,0.84
Slemmy,United States,https://www.hltv.org//stats/players/8708/slemmy,"['Complexity', 'Cloud9', 'Selfless']",445,11663,-1313,0.83,0.85,6638,49.6,7951,3.2,0.57,0.12,0.68,0.11,0.09,67.7,0.78
SolEk,Switzerland,https://www.hltv.org//stats/players/7217/solek,"['ALTERNATE aTTaX', 'Berzerk']",377,9498,-1285,0.81,0.84,5586,49.5,6871,2.6,0.59,0.13,0.72,0.11,0.07,64.9,0.7
PASHANOJ,Russia,https://www.hltv.org//stats/players/13779/pashanoj,"['Unique', 'ex-ETHEREAL']",599,15675,-2251,0.8,0.84,9147,53.5,11398,4.0,0.58,0.13,0.73,0.1,0.07,64.6,0.91
B1ad3,Ukraine,https://www.hltv.org//stats/players/472/b1ad3,['FlipSid3'],899,23232,-3408,0.8,0.83,13472,41.9,16880,2.6,0.58,0.16,0.73,0.1,0.07,64.6,0.84
netrick,Denmark,https://www.hltv.org//stats/players/8422/netrick,"['AGF', 'unknown', 'LPSP', 'Forcebuy']",455,11976,-1736,0.8,0.82,6753,48.2,8489,6.6,0.56,0.14,0.71,0.11,0.09,66.3,0.85
HUNDEN,Denmark,https://www.hltv.org//stats/players/7415/hunden,"['Tricked', 'ALTERNATE aTTaX']",1578,41153,-6238,0.78,0.81,22470,48.7,28708,4.5,0.55,0.14,0.7,0.11,0.09,66.8,0.8
RuFire,Russia,https://www.hltv.org//stats/players/13156/rufire,"['SG.pro', '5balls', 'VP.Prodigy']",384,10185,-1927,0.74,0.78,5579,47.9,7506,4.7,0.55,0.14,0.74,0.09,0.06,63.3,0.81
OCEAN,Canada,https://www.hltv.org//stats/players/6455/ocean,"['subtLe', 'SKDC', 'Splyce']",410,10602,-1962,0.74,0.77,5530,44.3,7492,3.6,0.52,0.12,0.71,0.09,0.08,64.3,0.72
